personLabel	aliasLabel
Lady Bird Johnson	Müezzinzade Hafız Ahmed Paşa	False
Gregory Barker	Nicolas Avellaneda	False
Gregory Barker	Walt Rostow	False
Isabella II of Jerusalem	W. W. Rostow	False
Archduke Franz Karl of Austria	Robert Charles Wickliffe	False
Philip Noel-Baker, Baron Noel-Baker	Dame Rajkumari Bibiji Amrit Kaur	False
Ferenc Szálasi	Gionne Volpe	False
Ladislaus IV of Hungary	William Sylvester Taylor	False
Isabella II of Jerusalem	Pavel Nikolayevich Milyukov	False
Svetlana Khorkina	Amawang	False
Philip Noel-Baker, Baron Noel-Baker	Mintimer Sharipovich Shaymiyev	False
Anna of Austria, Queen of Spain	Mintimer Sharipovich Shaimiev	False
Anna of Austria, Queen of Spain	John LaRue Helm	False
Anna of Austria, Queen of Spain	Adan Martin Menis	False
Knut Agathon Wallenberg	Sergey Mikhaylovich Mironov	False
Gordon Towers	Sergey Mikhailovich Mironov	False
John Kenneth Galbraith	Marie Majerovç	False
Mário Sottomayor Cardia	Marie Majerova	False
Akbar Hashemi Rafsanjani	Adan Cardenas	False
Akbar Hashemi Rafsanjani	William Smith Herndon	False
Philip Noel-Baker, Baron Noel-Baker	Awn Al-Khasawneh	False
Philip Noel-Baker, Baron Noel-Baker	Emerson Columbus Harrington	False
Philip Noel-Baker, Baron Noel-Baker	Jon Stevens Corzine	False
Philip Noel-Baker, Baron Noel-Baker	William A. Buckingham	False
Christina of Schleswig-Holstein-Gottorp	John Ezra Rickards	False
Andrea Doria (admiral)	Henriette Goverdine Anna van der Schalk	False
Pita Sharples	Henriette Goverdine Anna Roland Holst-van der Schalk	False
Feodor I of Russia	Henriette Goverdine Anna Holst	False
Feodor I of Russia	H. Roland Holst	False
Feodor I of Russia	Lynn Curtis Swann	False
Feodor I of Russia	Francis Williams Sargent	False
Feodor I of Russia	Victoria Grace Ford	False
Yehudi Menuhin	Maria do Carmo Trovoada Pires de Carvalho Silveira	False
Lady Bird Johnson	Jose Maria de Almeida	False
Lady Bird Johnson	Celia Sanchez	False
Archduke Franz Karl of Austria	Sir Francis Bernard, 1st Bt.	False
Quintillus	Francis Bernard, 1. Baronet	False
Quintillus	Antony van Diemen	False
Kliment Voroshilov	Flavius Popilius Virius Nepotianus	False
Gregory Barker	Flavius Julius Popilius Nepotianus Constantinus	False
Inessa Armand	Adelard Godbout	False
Inessa Armand	Konstantin Petrovitx Pobedonostsev	False
Inessa Armand	Konstantin Petrovich Pobedonostsev	False
Inessa Armand	John D. Lodge	False
Patty Duke	Johannes Gerhardus Strydom	False
Patty Duke	JG Strydom	False
Patty Duke	Hans Strijdom	False
Patty Duke	Eugene Joseph McCarthy	False
David Winnick	"""Eugene Joseph """"Gene"""" McCarthy"""	False
Alexander Kolchak	Louis-Jules Trochu	False
Alexander Kolchak	Vakhtang Konstantine dze Kikabidze	False
Alexander Kolchak	Buba Kikabidze	False
Alexander Kolchak	KISHIDA Fumio	False
Margherita Sarfatti	Kishida Fumio	False
Margherita Sarfatti	Constantinus	False
Cartimandua	Amedeo di Savoia-Aosta	False
Jean-Jacques Dessalines	Sir James Beethoven Carlisle	False
Jean-Jacques Dessalines	Antonio de Mendoza y Pacheco	False
Jean-Jacques Dessalines	Philip Eugene Batt	False
Jean-Jacques Dessalines	Nikolay Ivanovich Bobrikov	False
József Irinyi	Mikhail Yaroslavich	False
Grażyna Gęsicka	Dr. Adriaan Pauw Heer van Heemstede	False
Izabela Jaruga-Nowacka	Adriaan Pauw	False
Probus	Adriaen Pauw	False
Probus	James Proctor Knott	False
Probus	Hans Strydom	False
Prince Friedrich Wilhelm of Prussia	Thomas Seymour, Baron Seymour of Sudeley	False
Anniken Huitfeldt	John Lodge	False
Gennady Novitsky	Thomas Sudeley	False
Gilbert du Motier, Marquis de Lafayette	JG Strijdom	False
Gilbert du Motier, Marquis de Lafayette	Rajah Brooke	False
Gilbert du Motier, Marquis de Lafayette	Maria Johanna Sanders-Ten Holte	False
Gilbert du Motier, Marquis de Lafayette	Leah Schloßberg	False
Gilbert du Motier, Marquis de Lafayette	Leah Schlossberg	False
Gilbert du Motier, Marquis de Lafayette	Catherine Zena Bearder	False
Gilbert du Motier, Marquis de Lafayette	Ædahus Burke	False
Gilbert du Motier, Marquis de Lafayette	Roger Taney	False
Gilbert du Motier, Marquis de Lafayette	Roger Brooke Taney	False
Gilbert du Motier, Marquis de Lafayette	Monika Flasikova-Benova	False
Gilbert du Motier, Marquis de Lafayette	Monika Flašíková Beňová	False
Gilbert du Motier, Marquis de Lafayette	Monika Flasikova Benova	False
Gilbert du Motier, Marquis de Lafayette	Ciaran Cuffe	False
Gilbert du Motier, Marquis de Lafayette	Cem Sultan	False
Friedrich Wilhelm von Prittwitz und Gaffron	Magdalena Godelieve Hilda	False
S. R. Nathan	Adan Chavez	False
S. R. Nathan	Pierre Marie Barthelemy Ferino	False
S. R. Nathan	Cem	False
Getúlio Vargas	Francçois-Michel Le Tellier, Marquis de Louvois	False
Jean Thiriart	Louvois	False
Jean Thiriart	Walter Sisulu	False
Sophia Alekseyevna of Russia	Walter Max Sisulu	False
Sophia Alekseyevna of Russia	Henry Horatio Wells	False
Sophia Alekseyevna of Russia	Andrés Rodríguez Pedotti	False
Shaun Woodward	Andres Rodriguez Pedotti	False
Folke Bernadotte	Henry Davis	False
Eurydice of Egypt	Matilda I, Countess of Nevers	False
Prince Friedrich Wilhelm of Prussia	Matajirou Koizumi	False
Adolf Erik Nordenskiöld	Matajiro Koizumi	False
Adolf Erik Nordenskiöld	Mahaut de Courtenay	False
Adolf Erik Nordenskiöld	Alicia Margarita Kirchner	False
Adolf Erik Nordenskiöld	Alicia Kirchner de Mercado	False
Adolf Erik Nordenskiöld	Veronika Igorevna Skvortsova	False
Adolf Erik Nordenskiöld	Oswaldo Paya	False
Adolf Erik Nordenskiöld	Channing Harris Cox	False
Jorge Semprún	Channing Cox	False
Jorge Semprún	C. H. Cox	False
Jorge Semprún	Marie-Helene Aubert	False
James S. T. Stranahan	Loren Dwight Leman	False
Anna Jagiellon	"""Alfred Charles """"Al"""" Sharpton, Jr."""	False
Pedro II of Brazil	Nicola Tsongas	False
Getúlio Vargas	Bernadette Thérèse Marie Chodron de Courcel	False
Prince Friedrich Wilhelm of Prussia	Bernadette Thérèse Marie Chirac	False
Kevin Yoder	Alexandr Baranov	False
Steve Bartlett	Alexandr Andreyevich Baranov	False
Brenda Dean, Baroness Dean of Thornton-le-Fylde	Alexander Andreyevich Baranof	False
Brenda Dean, Baroness Dean of Thornton-le-Fylde	Baruch Kopel Goldstein	False
Willis A. Gorman	asecino	False
Willis A. Gorman	Aleksandr Andreyevich Baranov	False
Vittorio Marzotto	Alexander Baranov	False
Pete Wishart	Janice Danoff Schakowsky	False
Archduchess Maria Isabella, Countess of Trapani	Alvan Tufts, Hon. Fuller	False
Blanche of Navarre, Countess of Champagne	Alvan T., Governor Fuller	False
Blanche of Navarre, Countess of Champagne	Alvan T. Fuller	False
Blanche of Navarre, Countess of Champagne	Alvan Fuller	False
Blanche of Navarre, Countess of Champagne	A. T. Fuller	False
Blanche of Navarre, Countess of Champagne	Viliam Veteska	False
John Lyly	Henry Gassaway Davis	False
John Lyly	Celine Yoda	False
John Lyly	Thomas Hilliard Moodie	False
John Lyly	Giustiniano Parteciaco	False
Mike Wood	Johann Lukas Legrand	False
Sophia Albertina of Sweden	JSA	False
Yuriko Koike	Johann Schneider	False
Ali Bey Al-Kabir	Salman bin Abdulaziz bin Abdul Rahman bin Faisal bin Turki bin Abdullah bin Mohammed bin Saud	False
Ali Bey Al-Kabir	Salman bin Abdul-Aziz al-Saud, King of Saudi Arabia	False
Shaker al-Abssi	Salman Al Saud	False
Shaker al-Abssi	King Salman	False
Louis I of Spain	John Jones McRae	False
Louis I of Spain	Franceso Borgia	False
Louis I of Spain	Valentin Paz-Andrade	False
Louis I of Spain	Juan Prim y Prats	False
Louis I of Spain	Juan Prim	False
Louis I of Spain	Joan Prim	False
Louis I of Spain	David Derek Sikua	False
Margrete Auken	Sir Carlyle Glean	False
Frank Vandenbroucke	Sir Carlyle Arnold Glean	False
Chang Myon	Georgios S. Streit	False
Faisal I of Iraq	Mullah Dadullah Akhund	False
Samuel R. Peters	Maulavi Dadullah Akhund	False
John Woodcock	Dadullah Akhund	False
Faisal I of Iraq	Tikhon Nikolayevich Khrennikov	False
Faisal I of Iraq	Jojo Binay	False
Faisal I of Iraq	Jejomar, Sr.	False
Jorge Sampaio	Jejomar C. Binay	False
Nikolai Bukharin	Yves Guena	False
Nikolai Bukharin	Sardar Shah Mahmud Khan	False
Oleh Blokhin	Albert Martin Reynolds	False
Louise of Mecklenburg-Strelitz	Vit Barta	False
Louise of Mecklenburg-Strelitz	William Lewis Guy	False
Chang Myon	Lynn Joseph Frazier	False
Chang Myon	Lynn J. Frazier	False
Chang Myon	San Francisco de Borjia	False
Chang Myon	Saint Francisco de Borja	False
Chang Myon	S.J., 4th Duke of Gandía Saint Francis Borgia	False
Chang Myon	Franciscus, Saint Borgia	False
Chang Myon	Francisco de, Saint Borja	False
Chang Myon	Francesco Borgia de Candia d'Aragon	False
Chang Myon	Francesc de Borja	False
Philolaus	4e duque de Gandīa Francisco de Borja y Aragon	False
Samuel R. Peters	Robert Perkins Letcher	False
Archduchess Maria Isabella, Countess of Trapani	Haya de la Torre	False
Mário Soares	Simone D'Altavilla	False
P. W. Botha	Adriaan Johannes Vlok	False
Mário Soares	Nicolas Bravo	False
Mário Soares	SchneiderAmmann	False
Geoffrey Filkin, Baron Filkin	Schneider-Ammann	False
Julius Nyerere	Johann Niklaus Schneider-Ammann	False
Julius Nyerere	Johann N. Schneider-Ammann	False
Nikolai Bukharin	Lij Iyasu	False
Charles Jonnart	Kifle Yaqob	False
Charles Jonnart	Jezus	False
Francisco de Toledo, Count of Oropesa	yuan gong	False
Santiago Casares Quiroga	Johnson Thomas Umunnakwe Aguiyi-Ironsi	False
Leila Khaled	Johnson Thomas Umunanke Aguiyi-Ironsi	False
Svetlana Medvedeva	she yuan	False
Barbara Mikulski	George Albert Sinner	False
Barbara Mikulski	George Speaker Mickelson	False
Joseph R. Lane	Valentin Gomez Farias	False
Willy Meyer Pleite	Tesemma Eshete	False
Giuseppe Mazzini	F. Wood	False
Giuseppe Mazzini	Mehmet Ufuk Uras	False
John Pepper	Thorvald August Marinus Stauning	False
Margaret of Austria, Queen of Spain	Emmet Derby Boyle	False
Lucretia Garfield	zhuo ru	False
Sarah Childress Polk	zhong guo zhi xin min	False
Mary of Burgundy	zhong guo shao nian	False
William Cavendish-Bentinck, 3rd Duke of Portland	Yinbingshi zhuren	False
Grace Coolidge	yin bing zi	False
Grace Coolidge	yin bing shi zhu ren	False
Grace Coolidge	yin bing	False
Grace Coolidge	yi shi shi	False
Grace Coolidge	yi ci	False
Ferdinand IV, King of the Romans	xin shi shi	False
Ferdinand IV, King of the Romans	xin min zi	False
André Matsangaissa	she yuan mou	False
André Matsangaissa	shao nian zhong guo zhi shao nian	False
Sarah Childress Polk	man shu shi zhu ren	False
Inês de Castro	lin lu	False
Inês de Castro	liang ren	False
Caroline Harrison	Liang Ch'i-ch'ao	False
Sergei Sidorsky	Leung Chi-tso	False
Joan of Kent	jian shi	False
Joan of Kent	ji tian jin	False
Joan of Kent	hong you	False
William Cavendish-Bentinck, 3rd Duke of Portland	Ch'i-ch'ao Liang	False
William Cavendish-Bentinck, 3rd Duke of Portland	cang jiang	False
William Cavendish-Bentinck, 3rd Duke of Portland	ai shi ke	False
William Cavendish-Bentinck, 3rd Duke of Portland	ai guo zhe	False
William Cavendish-Bentinck, 3rd Duke of Portland	Taha Yasin Ramadan al-Jizrawi	False
Aden Abdullah Osman Daar	William Henry McMaster	False
Aden Abdullah Osman Daar	The Wise Man	False
Louis Mountbatten	Brewer of Ghent	False
Louis Mountbatten	Maria del Pilar Ayuso Gonzalez	False
Louis Mountbatten	Elmer Lee Andersen	False
Louis Mountbatten	Elliot Ness	False
Louis Mountbatten	Charles Jean Baptiste Florian Faider	False
Louis Mountbatten	Clarence William Nelson II	False
Caroline Harrison	Khadyr Saparlyev	False
Caroline Harrison	Thomas Matthew Berry	False
Caroline Harrison	Thomas M. Berry	False
Caroline Harrison	Thomas Berry	False
Eliza McCardle Johnson	Gov. John Hickenlooper	False
Eliza McCardle Johnson	Hiranuma Kiichirou	False
Lucretia Garfield	Hiranuma Kiichiro	False
Lucretia Garfield	Choi Yong-kun	False
Lucretia Garfield	Choe Yong Gon	False
Lucretia Garfield	Mariano Paredes y Arrillaga	False
Isabella of Villehardouin	Jose Maria Montealegre	False
Mainza Chona	James Thomas Rapier	False
John Pepper	Elmer H. Geran	False
John Pepper	Dora Maria Tellez	False
John Pepper	Ahmet Mesut Yılmaz	False
John Pepper	Hezba Nan	False
Charles Walker	Henry Joseph Gardner	False
Charles Walker	Sergey Gennadiyevich Nechayev	False
Lars Ohly	Viktor Petrovich Savinykh	False
Nick Rahall	Samuel W. McCall	False
Nick Rahall	S. W. McCall	False
Alfred H. Colquitt	Eugene N. Foss	False
Alfred H. Colquitt	Samuel McCall	False
Phil Wilson	Prince de Conde Louis Joseph de Bourbon	False
Jenny Willott	Luís José de Bourbon	False
Henry Bellingham	Louis Joseph de Bourbon, prince de Condé	False
Adelaide-Blanche of Anjou	Louis Joseph de Bourbon prince de Condé	False
Tewodros II	Louis Joseph de Bourbon Condé	False
Tewodros II	Louis Joseph de Bourbon	False
Tewodros II	Taeryong-noin Misu	False
Androula Vassiliou	Taeryŏng-noin ho Misu	False
Stuart Bell	Munbu Hwabo	False
Nikolai Yudenich	Mok Huh	False
Abdullah ibn Muhammad Al ash-Sheikh	Mok Hō	False
Ján Slota	Mok Hŏ	False
D. Lane Powers	Mok Ho	False
Lucy Webb Hayes	Mog Heo	False
John Russell, 1st Earl Russell	Mi-su Hŏ	False
Thomas Wyatt	Mi su Hō Mok	False
Thomas Wyatt	Hwabo Munbu	False
Umberto II of Italy	Hwabo cha Munbu	False
Matilde Hidalgo	Francisco de Sa Carneiro	False
Matilde Hidalgo	Adly Yakan Pasha	False
John Russell, 1st Earl Russell	Park Monroe Trammell	False
Alexander Karelin	Adley Hogan Gladden	False
John Russell, 1st Earl Russell	Saparlyýew Hydyr Muhammetberdiýewiç	False
John Russell, 1st Earl Russell	Rufus Brown Bullock	False
Heydar Aliyev	Art O Griobhtha	False
Heydar Aliyev	Maximilien de Béthune, duc de Sully	False
Heydar Aliyev	Maximilien de Béthune	False
Heydar Aliyev	Maximilien de Bethune	False
Heydar Aliyev	Marquis De Rosny	False
Heydar Aliyev	duke de Sully Maximilien de Béthune	False
Charles Powlett, 2nd Baron Bayning	duke de Sully Maximilien de Bethune	False
Charles Powlett, 2nd Baron Bayning	duc de Sully Maximilien de Béthune	False
Charles Powlett, 2nd Baron Bayning	duc de Sully Maximilien de Bethune	False
Abigail Fillmore	Robert Alexander Stewart	False
Abigail Fillmore	Colonel Bob	False
Meglena Kuneva	Jose Felix Estigarribia	False
Princess Maria Antonia of Naples and Sicily	Andrew John Stevenson	False
Princess Maria Antonia of Naples and Sicily	Francesco Nitti	False
Princess Maria Antonia of Naples and Sicily	Luis Corvalan	False
Princess Maria Antonia of Naples and Sicily	Moritz Jokai	False
Princess Maria Antonia of Naples and Sicily	Móric Jókay de Ásva	False
Ciriaco María Sancha y Hervás	Mor Jokai	False
Károly Olt	Maurus Jokai	False
Umberto II of Italy	Maurice Jokai	False
Umberto II of Italy	Phạm Văn Đồng	False
Algirdas Brazauskas	Ludwik Antoni Rydygier	False
Åse Kleveland	Alfred E. Smith	False
Åse Kleveland	Victor Henderson Ashe II	False
Lucy Webb Hayes	Roberto Daniel Agramonte y Pichardo	False
Lucy Webb Hayes	Jules Bazile	False
Lucy Webb Hayes	Joseph Irwin France	False
Ellen Axson Wilson	Joseph France	False
Fred Ewing Lewis	Ximenes Cisneros	False
Alexander R. Todd, Baron Todd	Francisco Ximénez de Cisneros	False
Alexander R. Todd, Baron Todd	Francisco Ximenes de Cisneros	False
François Duvalier	Francisco Jiménez de, Cardinal Cisneros	False
Melchior Wathelet, Jr.	Sultan bin Salman bin Abdulaziz Al Saud	False
Joseph Estrada	Prince Sultan bin Salman al-Saud	False
Joseph Estrada	Louis Eugène Cavaignac	False
Ellen Axson Wilson	Louis Eugene Cavaignac	False
Ellen Axson Wilson	Jean François Marmontel	False
Ellen Axson Wilson	Michael Douglas Griffin	False
Ellen Axson Wilson	General Cavaignac	False
Ellen Axson Wilson	Steingrimur Hermannsson	False
Abbas II	José Bonifácio de Andrade e Silva	False
Abbas II	Jose Bonifacio de Andrade e Silva	False
Abbas II	José Bonifácio de Andrade	False
Abbas II	Jose Bonifacio de Andrade	False
Abbas II	Jose Bonifacio de Andrada e Silva	False
Thomas Wyatt	Américo Elísio	False
Charles Oudinot	Juan Jose Medina	False
John J. Bowlen	Nikolai Ivanovich Ryzhkov	False
Otto Abetz	Valentin Petrovich Glushko	False
Vera Zasulich	Andrew George Stephenson	False
Vera Zasulich	Eugène Cavaignac	False
Sebastian Coe	Alfred Emanuel Smith Sr.	False
Sebastian Coe	Alfred Emanuel Smith I	False
Sebastian Coe	Alfred Emanuel Smith	False
Sebastian Coe	"""Alfred Emanuel """"Al"""" Smith"""	False
Sebastian Coe	Alberto Enriquez Gallo	False
Sammy Wilson	Shouichi Nakagawa	False
Amílcar Cabral	Shoichi Nakagawa	False
Salonia Matidia	Andre Marie	False
Jennifer Granholm	Arthur Calvin Mellette	False
François Guizot	Warren Everett Green	False
François Guizot	Song Siyeol	False
Michael Andreas Barclay de Tolly	William Hamilton McWhorter Jordan	False
Michael Andreas Barclay de Tolly	Sessions	False
Michael Andreas Barclay de Tolly	Konstantin Kokkinaki	False
Natalia Sedova	Fethi Okyar	False
Natalia Sedova	Ali Fethi Bey	False
Ulrich von Hassell	Hernando de Soto Polar	False
Mikuláš Dzurinda	Rory Brian Fitzpatrick	False
Genshō	Mohsen Kadiwar	False
Genshō	Robert Paul Griffin	False
Genshō	George Lawson Sheldon	False
Genshō	Francisco Jose Fernandes Costa	False
Lynne Cheney	Dwight Willard Burney	False
Lynne Cheney	Donald Kenneth Sundquist	False
Gavin Williamson	Yun Seon-do	False
Gavin Williamson	Bryant Winfield Culberson Dunn	False
Gavin Williamson	Lü Po-wei	False
Rudy Giuliani	Lu Po-wei	False
Rudy Giuliani	Lü Po Wei	False
Michael Andreas Barclay de Tolly	Lu Po Wei	False
Ernst Reuter	Lu Buwei	False
Albert John Mvumbi Luthuli	Lü Bu Wei	False
Albert John Mvumbi Luthuli	Lu Bu Wei	False
Albert John Mvumbi Luthuli	Liu-pou-ouei	False
Albert John Mvumbi Luthuli	Liu Pou-ouei	False
Albert John Mvumbi Luthuli	Jefferson Sessions	False
James Connolly	Jefferson Beauregard Sessions III	False
James Connolly	"""Jefferson Beauregard """"Jeff"""" Sessions III"""	False
Prince Frederick, Duke of York and Albany	Alexandre-Félix-Joseph Ribot	False
Margaret I, Countess of Burgundy	Philopoemon	False
Mary Robinson	Felopimin	False
Salonia Matidia	Sant Jarnail Siñgh Bhindrānawāle	False
Tadukhipa	Jarnail Singh Bhindranwale	False
Mary Robinson	Martin H. Glynn	False
Mary Robinson	Said Pasha	False
Mary Robinson	Kenneth Lee Salazar	False
Mary Robinson	"""Kenneth Lee """"Ken"""" Salazar"""	False
Mary Robinson	Viktor Arkadyevich Tyulkin	False
Mary Robinson	Socrates Rizzo	False
Mary Robinson	Nathan Kelsey Hall	False
George W. Dunlap	Jean-Nicolas Demeunier	False
Albert Booth	Brunetto-Latini	False
Hilary Benn	Charles Adolphe Wurtz	False
Samuel Adams	Nathan Hall	False
Josué de Castro	Katy Perry	False
Prince Frederick, Duke of York and Albany	Desiree Bonis	False
Prince Frederick, Duke of York and Albany	Flavius Rufius Opilio	False
Prince Frederick, Duke of York and Albany	Waino Edward Hendrickson	False
Prince Frederick, Duke of York and Albany	Akhmetzhan Yesimov	False
Khaleda Zia	Akhmetzhan Smagululy Yessimov	False
Khaleda Zia	Akhmetzhan Smagulovich Yessimov	False
Ulrich von Brockdorff-Rantzau	Akhmetzhan Smagulovich Yesimov	False
Huascar	Akhmetzhan Smaghululy Yessimov	False
Cevdet Sunay	Ahmedjan Smagululy Yessimov	False
